,id,sku,short_description,price,list_price,price_usd,discount,discount_rate,review_count,order_count,inventory_status,is_visible,stock_item_qty,stock_item_max_sale_qty,product_name,brand_id,brand_name,quantity_sold,rating_average,category_type,category_id
97,199903947.0,7263325535549.0,"TẤM LÓT SUNMATE CẢI TIẾN MỚISản phẩm tấm lót SunMate dành cho cả nam và nữ, phù hợp với người hạn chế khả năng đi lại. Hạt gel tác động kép siêu thấm hút và kháng khuẩn hiệu quả cùng lớp dẫn thấm thô...",189000.0,266200.0,,77200.0,29.0,51.0,,available,,1000.0,1000.0,,48647.0,SunMate,1449.0,5.0,do-choi-me-be,2549
98,592193.0,3703144085267.0,"Sữa Bột Abbott Ensure Gold Lúa Mạch 850g thích hợp cho người lớn, người ăn uống kém, đặc biệt cho người bệnh cần phục hồi nhanh. Được đặc chế với hỗn hợp chất béo giàu PUFA, MUFA tốt cho tim mạch, hàm...",808000.0,954556.0,,146556.0,15.0,392.0,,available,,1000.0,1000.0,,145924.0,Ensure,4956.0,4.7,do-choi-me-be,2549
99,79116045.0,4436477263272.0,"Combo 2 Sữa Bột Anlene Cà Phê Hộp 310g là sản phẩm dinh dưỡng cho người trên 19 tuổi, cung cấp đầy đủ Đạm, Canxi, Collagen cho Cơ-Xương-Khớp chắc khoẻ và các vitamin và khoáng chất cần thiết giúp tăng...",210000.0,224000.0,,14000.0,6.0,114.0,,available,,1000.0,1000.0,,52347.0,Anlene,1069.0,4.8,do-choi-me-be,2549
100,204314126.0,9980264933209.0,"Tã quần Bobby Lõi nén thần kỳ 3mm - Mỏng thoáng nhân đôi, thấm hút vượt trội (Tinh chất gạo non organic - Giảm nhiệt x2 Thoáng mát)ĐẶC ĐIỂM NỔI BẬT1. Lõi nén thần kỳ 3mm:Siêu mỏng nhẹ, thoáng khí g...",201000.0,244300.0,,43300.0,18.0,44.0,,available,,1000.0,1000.0,,26863.0,Bobby,1101.0,5.0,do-choi-me-be,2549
101,213586943.0,3733157751962.0,"TẤM LÓT SUNMATE CẢI TIẾN MỚISản phẩm tấm lót SunMate dành cho cả nam và nữ, phù hợp với người hạn chế khả năng đi lại. Hạt gel tác động kép siêu thấm hút và kháng khuẩn hiệu quả cùng lớp dẫn thấm thô...",67000.0,95000.0,,28000.0,29.0,20.0,,available,,1000.0,1000.0,,48647.0,SunMate,477.0,5.0,do-choi-me-be,2549
102,225907424.0,7997872009228.0,"NƯỚC LÀM BÓNG, TRỢ XẢ FIT CLASSIC* THÀNH PHẦN SẢN PHẨM✓ Thuần chay✓ KHÔNG chứa hạt vi nhựa✓ Có khả năng tự phân hủy sinh học hoàn toàn và nhanh chóng✓ An toàn khi tiếp xúc với các vật dụng bếp, ...",159000.0,159000.0,,0.0,0.0,13.0,,available,,1000.0,1000.0,,835045.0,FIT,15.0,5.0,do-choi-me-be,2549
103,208441971.0,1816359383426.0,- VÌ SAO BẠN SẼ THÍCH? NƯỚC RỬA CHÉN SUNLIGHT MATCHA TRÀ NHẬT - KHỬ BẬT MỌI MÙI TANH KHÓ CHỊUMón ăn dù ngon đến đâu nhưng nếu để lại mùi nồng khó chịu cũng làm bạn phân vân có nên nấu nướng hay khôn...,106000.0,114000.0,,8000.0,7.0,16.0,,available,,1000.0,1000.0,,45757.0,Sunlight,139.0,5.0,do-choi-me-be,2549
104,68347477.0,1317213604987.0,"COMFORT CHĂM SÓC CHUYÊN SÂU MỘT LẦN XẢ HƯƠNG TƯƠI MÁT - GIẢI PHÁP GIỮ ÁO QUẦN BỀN LÂUNhững bộ cánh yêu thích nhanh chóng bạc màu, sờn vải sau mỗi lần giặt khiến bạn đau đầu tìm giải pháp? Đừng lo, vì...",228000.0,271000.0,,43000.0,16.0,644.0,,available,,1000.0,1000.0,,27954.0,Comfort,3233.0,5.0,do-choi-me-be,2549
105,220820139.0,1074720807528.0,"Miếng lót sơ sinh HUGGIES DRY với bề mặt được bổ sung tinh chất TRÀM TRÀ TỰ NHIÊN, giúp mang đến cảm giác dịu da, nâng niu làn da bé qua từng giấc ngủ Khả năng thoáng khí được chứng minh lâm sàng giúp...",136000.0,173200.0,,37200.0,21.0,17.0,,available,,1000.0,1000.0,,26702.0,Huggies,293.0,5.0,do-choi-me-be,2549
106,225907402.0,5930651363000.0,"VIÊN RỬA CHÉN BÁT FIT CLASSIC HỘP 72 VIÊN SẠCH BÓNG HOÀN HẢO, BẢO VỆ CHUYÊN SÂUCÔNG NGHỆ ĐỘC QUYỀN ĐỨC ĐÃ ĐƯỢC CẤP BẰNG SÁNG CHẾ- Công thức hòa tan Lightning-dissolving formula giúp bát đĩa sáng bó...",480000.0,480000.0,,0.0,0.0,12.0,,available,,1000.0,1000.0,,835045.0,FIT,13.0,5.0,do-choi-me-be,2549
107,88270294.0,1369223909801.0,"Đây là thuốc diệt chuộc đa liều, Chuột ăn thuốc và chết sau 1 -3 ngày.Sau khi ăn thuốc, chuột không có biểu hiện gì, chúng và đồng loại vẫn tiếp tục ăn mà không đề phòng.Sau 1-3 ngày chúng sẽ chết. Vì...",105000.0,140000.0,,35000.0,25.0,61.0,,available,,1000.0,1000.0,,111461.0,OEM,406.0,4.7,do-choi-me-be,2549
108,208441972.0,1108922626373.0,"VÌ SAO BẠN SẼ THÍCH? Nước rửa chén Sunlight Chanh, nay với công nghệ xả bọt nhanh mang lại khả năng đánh bay dầu mỡ hiệu quả hơn, không bám bọt.Ưu điểm nổi bật:Sản phẩm có khả năng rửa sạch dầu mỡ ...",87100.0,94000.0,,6900.0,7.0,17.0,,available,,1000.0,1000.0,,45757.0,Sunlight,101.0,5.0,do-choi-me-be,2549
109,498670.0,8203406379950.0,Tã Dán Người Lớn SunMate Size XL10 (10 Miếng)Tã Dán Người Lớn SunMate Size XL10 (10 Miếng) là sản phẩm đột phá sử dụng chất liệu vải không dệt kết hợp với vách chống tràn giúp ngăn chất lỏng rò rỉ ra...,192000.0,266000.0,,74000.0,28.0,646.0,,available,,1000.0,1000.0,,48647.0,SunMate,24296.0,4.8,do-choi-me-be,2549
110,186095386.0,3169394315551.0," NUTREN JUNIOR là công thức dinh dưỡng đầy đủ và cân đối dành cho trẻ từ 1-12 tuổi bị suy dinh dưỡng hoặc có nguy cơ suy dinh dưỡng, trẻ có nhu cầu năng lượng cao, hỗ trợ dinh dưỡng hồi phụ...",529000.0,616000.0,,87000.0,14.0,120.0,,available,,1000.0,1000.0,,148685.0,Nutren,4013.0,5.0,do-choi-me-be,2549
111,122234661.0,6690855195847.0,"Đồ chơi lắp ráp tháp trượt lăn bi, trò chơi thách thức trí tuệ và vui nhộn cho bé từ 3 tuổiLà đồ chơi cho trẻ em cực kỳ vui nhộn với 2 bộ cho bé lựa chọn:- Bộ 63 chi tiết và bộ 100 chi tiết.- KÍch th...",180000.0,180000.0,,0.0,0.0,90.0,,available,,1000.0,1000.0,,111461.0,OEM,544.0,4.8,do-choi-me-be,2549
